model,policy,z,scope,group,fill_rate,stockout_units,excess_units,stockout_skumonth_rate,excess_per_unit_shortage,n_rows
M4_gbm_absolute,forecast_plus_ss,1.280000,month,2011-09,0.778751,88247.000000,180169.000000,0.203086,2.041644,2787
M4_gbm_absolute,forecast_plus_ss,1.280000,month,2011-10,0.783307,92451.000000,238494.000000,0.164714,2.579680,2817
M4_gbm_absolute,forecast_plus_ss,1.280000,month,2011-11,0.783661,114294.000000,197149.000000,0.227666,1.724929,2776
M4_gbm_absolute,forecast_plus_ss,1.280000,abc,A,0.867587,208384.000000,894087.000000,0.154265,4.290574,4771
M4_gbm_absolute,forecast_plus_ss,1.280000,abc,B,0.712466,121176.000000,241510.000000,0.176788,1.993051,4825
M4_gbm_absolute,forecast_plus_ss,1.280000,abc,C,0.597988,77838.000000,101836.000000,0.173951,1.308307,6933
M4_gbm_absolute,forecast_plus_ss,1.645000,overall,all,0.840496,349121.000000,1580313.000000,0.139149,4.526548,16529
M4_gbm_absolute,forecast_plus_ss,1.645000,month,2011-06,0.873305,34471.000000,269412.000000,0.117045,7.815613,2734
M4_gbm_absolute,forecast_plus_ss,1.645000,month,2011-07,0.887989,30761.000000,269430.000000,0.127367,8.758818,2693
M4_gbm_absolute,forecast_plus_ss,1.645000,month,2011-08,0.903492,27821.000000,259804.000000,0.088170,9.338413,2722
M4_gbm_absolute,forecast_plus_ss,1.645000,month,2011-09,0.806959,76996.000000,235348.000000,0.170075,3.056626,2787
M4_gbm_absolute,forecast_plus_ss,1.645000,month,2011-10,0.808954,81509.000000,295757.000000,0.139155,3.628520,2817
M4_gbm_absolute,forecast_plus_ss,1.645000,month,2011-11,0.815330,97563.000000,250562.000000,0.191282,2.568207,2776
M4_gbm_absolute,forecast_plus_ss,1.645000,abc,A,0.893186,168098.000000,1148756.000000,0.119681,6.833847,4771
M4_gbm_absolute,forecast_plus_ss,1.645000,abc,B,0.742343,108585.000000,306056.000000,0.141762,2.818585,4825
M4_gbm_absolute,forecast_plus_ss,1.645000,abc,C,0.625877,72438.000000,125501.000000,0.150728,1.732530,6933
M4_gbm_absolute,forecast_plus_ss,2.050000,overall,all,0.862587,300769.000000,1976988.000000,0.116341,6.573111,16529
M4_gbm_absolute,forecast_plus_ss,2.050000,month,2011-06,0.891204,29601.000000,337556.000000,0.095099,11.403534,2734
M4_gbm_absolute,forecast_plus_ss,2.050000,month,2011-07,0.904801,26144.000000,338115.000000,0.106573,12.932795,2693
M4_gbm_absolute,forecast_plus_ss,2.050000,month,2011-08,0.923781,21972.000000,325481.000000,0.071271,14.813444,2722
M4_gbm_absolute,forecast_plus_ss,2.050000,month,2011-09,0.828713,68319.000000,300341.000000,0.143524,4.396156,2787
M4_gbm_absolute,forecast_plus_ss,2.050000,month,2011-10,0.832191,71595.000000,361534.000000,0.120341,5.049710,2817
M4_gbm_absolute,forecast_plus_ss,2.050000,month,2011-11,0.842634,83138.000000,313961.000000,0.159582,3.776384,2776
M4_gbm_absolute,forecast_plus_ss,2.050000,abc,A,0.913725,135775.000000,1443693.000000,0.090757,10.632981,4771
M4_gbm_absolute,forecast_plus_ss,2.050000,abc,B,0.768482,97569.000000,380635.000000,0.117306,3.901188,4825
M4_gbm_absolute,forecast_plus_ss,2.050000,abc,C,0.651768,67425.000000,152660.000000,0.133276,2.264145,6933
